1 3 13 34 94 200 312 526 779 1046 1832 
1 3 13 43 234 627 794 1066 1329 1581 1832 
1 3 13 46 190 334 315 1015 1306 1581 1832 
1 3 13 34 87 193 354 568 826 546 801 1069 1329 1581 1832 
1 2 14 35 89 195 356 570 818 547 794 1066 1329 1581 1832 
1 5 16 37 91 547 794 1066 1329 1581 1832 
1 3 13 33 87 193 354 568 826 546 794 1066 1329 1581 1832 
1 3 13 34 91 197 359 586 1329 1581 1832 
1 3 13 34 88 200 794 1066 1329 1581 1832 
1 3 13 34 88 194 359 1066 1329 1581 1832 
1 3 13 37 91 197 359 1066 1329 1581 1832 
1 3 13 34 100 351 315 1015 1306 1581 1832 
1 3 13 34 88 202 382 600 857 1655 1832 
1 3 13 34 88 194 355 570 826 546 801 1066 1329 1581 1832 
1 3 13 43 232 418 903 1146 1329 1581 1832 
1 3 22 122 251 418 401 622 1428 1655 1832 
1 3 13 34 91 197 359 1066 1329 1581 1832 
1 3 12 33 87 193 354 568 818 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 336 548 801 1069 1332 1584 1832 
1 3 12 33 87 193 354 568 826 547 794 1066 1329 1581 1832 
1 9 54 133 251 418 401 622 1428 1655 1832 
1 3 22 122 251 418 401 1172 1404 1581 1832 
1 7 19 40 94 200 794 1066 1329 1581 1832 
1 3 13 33 87 193 354 570 818 547 794 1066 1329 1581 1832 
1 11 28 60 141 465 747 1041 1329 1581 1832 
1 3 13 34 88 205 342 460 1282 1558 1832 
1 3 13 34 88 194 312 526 779 1046 1832 
1 3 13 37 91 197 359 586 836 1100 1832 
1 3 13 34 88 194 312 526 1329 1581 1832 
1 3 19 40 94 200 312 526 1329 1581 1832 
1 3 13 33 87 193 354 568 826 547 794 1066 1329 1581 1832 
1 3 13 37 91 197 794 1066 1329 1581 1832 
1 3 16 37 91 197 359 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 826 546 801 1069 1332 1584 1832 
1 2 12 35 89 195 356 570 818 547 794 1066 1329 1581 1832 
1 11 28 63 167 334 747 1041 1329 1581 1832 
1 3 13 34 88 194 359 586 1329 1581 1832 
1 3 19 40 94 200 794 1066 1329 1581 1832 
1 3 13 34 88 194 359 586 836 1100 1832 
1 3 13 34 87 193 356 570 818 547 794 1066 1329 1581 1832 
1 3 13 34 91 197 359 586 836 1100 1832 
1 3 13 34 88 200 312 526 779 1581 1832 
1 3 13 40 94 547 794 1066 1329 1581 1832 
1 5 16 37 91 197 359 586 836 1100 1832 
1 3 13 46 190 334 315 460 1282 1558 1832 
1 3 13 34 88 197 359 586 836 1581 1832 
1 2 12 33 87 193 354 570 818 547 794 1066 1329 1581 1832 
1 11 28 63 167 503 772 1066 1329 1581 1832 
1 3 13 33 87 193 354 568 826 546 801 1069 1332 1584 1832 
1 11 28 63 167 334 315 460 1282 1558 1832 
1 3 13 34 88 200 312 526 1329 1581 1832 
1 3 13 34 87 193 354 568 826 546 801 1066 1329 1581 1832 
1 9 54 133 251 649 878 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 818 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 336 546 794 1066 1329 1581 1832 
1 3 13 40 94 200 312 526 779 1046 1832 
1 3 13 34 88 197 359 1066 1329 1581 1832 
1 3 13 43 232 418 401 622 1428 1655 1832 
1 3 13 34 88 194 355 570 336 548 804 1069 1332 1584 1832 
1 7 19 40 94 200 312 526 779 1046 1832 
1 3 13 34 88 197 359 586 1329 1581 1832 
1 2 12 33 87 193 354 568 818 547 794 1066 1329 1581 1832 
1 9 54 130 258 450 947 1198 1428 1655 1832 
1 7 19 40 94 200 312 526 1329 1581 1832 
1 3 13 34 88 194 355 568 826 546 794 1066 1329 1581 1832 
1 3 13 34 100 351 315 460 1282 1558 1832 
1 3 12 33 87 193 354 570 818 547 794 1066 1329 1581 1832 
1 11 28 63 167 334 315 1015 1306 1581 1832 
1 3 13 34 91 197 794 1066 1329 1581 1832 
1 3 13 34 87 193 354 568 826 546 801 1069 1332 1581 1832 
1 7 19 40 94 547 794 1066 1329 1581 1832 
1 3 13 34 94 547 794 1066 1329 1581 1832 
1 3 13 33 87 193 354 568 826 546 801 1069 1329 1581 1832 
1 3 13 34 97 397 401 1172 1404 1581 1832 
1 3 13 34 88 202 382 600 1404 1581 1832 
1 3 13 34 91 547 794 1066 1329 1581 1832 
1 9 54 130 261 671 903 1146 1329 1581 1832 
1 3 12 33 87 193 354 568 826 546 794 1066 1329 1581 1832 
1 3 13 46 190 334 747 1041 1329 1581 1832 
1 5 16 37 91 197 359 1066 1329 1581 1832 
1 2 12 33 87 193 354 568 826 546 801 1069 1332 1584 1832 
1 3 13 34 88 194 355 570 336 546 801 1066 1329 1581 1832 
1 3 13 34 88 200 312 526 779 1046 1832 
1 3 13 34 88 205 280 1041 1329 1581 1832 
1 3 13 34 88 194 355 570 336 548 801 1069 1329 1581 1832 
1 3 13 34 88 194 355 570 336 548 794 1066 1329 1581 1832 
1 3 13 34 88 197 359 586 836 1100 1832 
1 3 13 34 88 205 280 498 1306 1581 1832 
1 3 12 33 87 193 354 568 826 546 801 1069 1332 1584 1832 
1 9 57 125 234 627 794 1066 1329 1581 1832 
1 2 12 33 87 193 354 568 826 546 794 1066 1329 1581 1832 
1 2 12 33 87 193 356 570 818 547 794 1066 1329 1581 1832 
1 3 13 34 87 193 354 568 826 546 801 1069 1332 1584 1832 
1 3 13 34 88 194 364 600 1404 1581 1832 
1 2 12 33 89 195 356 570 818 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 336 546 801 1069 1332 1584 1832 
