15 51 91 4 49 76 64 90 100 25 
15 7 46 12 80 26 86 25 
15 54 11 12 38 81 25 
15 20 11 12 38 26 63 60 25 
15 45 85 62 89 14 25 
15 91 27 58 76 64 60 25 
15 65 91 27 48 95 37 86 25 
15 29 11 67 82 74 69 25 
15 54 1 24 89 37 14 25 
15 91 85 62 68 2 83 25 
15 91 4 58 76 95 64 90 25 
15 7 11 67 21 30 26 69 25 
15 91 27 49 76 64 60 25 
15 54 1 24 74 2 37 25 
15 7 36 1 24 2 88 25 
15 54 4 49 76 95 37 25 
15 29 84 46 12 80 63 35 25 
15 7 85 11 12 71 69 25 
15 20 46 12 42 38 88 25 
15 91 27 76 95 37 16 25 
15 50 91 27 76 64 90 25 
15 7 36 62 89 14 25 
15 91 27 76 64 90 100 25 
15 7 11 12 74 69 25 
15 91 36 62 89 2 16 25 
15 29 4 58 76 64 90 25 
15 23 36 1 24 38 81 25 
15 7 11 67 44 74 81 25 
15 91 27 49 48 95 37 25 
15 7 36 62 89 81 60 25 
15 91 4 75 48 95 64 90 25 
15 54 1 24 89 40 60 25 
15 20 11 12 24 2 40 25 
15 54 1 24 80 26 83 25 
15 7 85 1 24 71 33 88 25 
15 61 4 62 89 69 25 
15 54 1 24 2 14 60 25 
15 91 85 11 12 24 89 40 25 
15 29 4 62 89 69 25 
15 20 11 12 80 2 77 25 
15 43 46 12 24 2 14 25 
15 91 27 76 95 37 14 69 25 
15 54 11 12 74 26 63 60 25 
15 91 54 11 12 38 81 25 
15 7 36 1 24 2 40 25 
15 91 78 75 48 8 64 90 25 
15 43 36 62 89 40 25 
15 91 27 28 5 95 37 25 
15 43 85 62 89 40 25 
15 29 4 75 48 95 37 25 
15 20 11 67 21 30 26 86 25 
15 20 4 53 62 89 69 25 
15 45 91 27 48 95 37 25 
15 54 1 24 74 63 69 25 
15 20 4 75 68 2 77 25 
15 20 91 27 48 95 37 25 
15 54 1 24 74 63 60 25 
15 7 85 62 89 26 86 25 
15 7 91 27 48 95 37 25 
15 91 36 62 89 81 25 
15 20 4 62 89 37 25 
15 7 11 67 44 38 69 25 
15 91 4 49 76 64 60 25 
15 54 1 24 71 69 14 25 
15 91 27 53 62 89 16 25 
15 20 11 12 47 38 69 25 
15 91 4 62 68 2 77 25 
15 54 4 53 76 64 90 25 
15 91 4 62 89 16 40 25 
15 20 11 67 24 89 40 25 
15 54 1 24 2 16 60 25 
15 91 4 58 48 95 37 25 
15 61 4 58 76 64 60 25 
15 54 1 24 71 26 63 40 25 
15 54 1 24 30 33 86 25 
15 7 84 46 12 24 89 40 25 
15 7 11 12 24 89 14 25 
15 51 91 27 76 64 90 100 25 
15 91 85 1 24 38 77 25 
15 91 85 1 24 74 81 25 
15 65 85 1 24 2 77 25 
15 91 4 1 24 89 69 25 
15 91 27 49 1 24 2 14 25 
15 23 36 1 24 74 81 25 
15 20 11 67 79 71 69 25 
15 43 78 75 68 89 14 25 
15 29 36 62 68 89 35 25 
15 45 36 62 89 81 25 
15 43 36 62 48 95 37 63 88 25 
15 20 46 12 38 63 16 25 
15 7 46 12 80 2 16 25 
15 29 11 12 74 81 25 
15 20 11 67 82 38 77 25 
15 20 11 12 74 26 63 60 25 
15 65 36 62 68 2 88 25 
15 91 85 46 12 24 89 83 25 
15 61 85 62 89 37 25 
15 43 85 1 24 71 69 25 
15 50 85 62 89 83 25 
15 23 54 1 24 38 81 25 
15 23 54 1 24 89 83 25 
15 54 1 24 30 38 81 25 
15 91 4 75 62 89 81 25 
15 65 36 62 89 83 25 
15 51 54 46 12 74 69 25 
15 91 4 58 76 64 60 25 
15 54 46 12 74 81 25 
15 23 78 1 24 38 77 25 
15 91 4 62 89 14 25 
15 7 91 4 49 48 95 37 25 
15 65 85 11 12 74 81 25 
15 54 4 73 9 96 64 60 25 
15 29 46 12 30 2 37 25 
15 61 36 62 89 63 83 25 
15 54 4 75 68 2 40 25 
15 7 84 46 12 80 2 83 25 
15 23 11 12 80 2 14 25 
15 20 4 62 68 89 37 25 
15 91 27 76 95 37 81 25 
15 91 78 1 24 2 35 25 
15 54 4 49 68 2 14 25 
15 43 11 67 47 71 69 25 
15 23 11 12 80 38 88 25 
15 50 23 85 1 24 2 40 25 
15 54 1 24 30 26 63 40 25 
15 54 4 73 9 96 64 90 25 
15 54 1 24 89 14 88 25 
15 20 46 12 74 81 16 25 
15 20 4 62 48 95 37 25 
15 54 1 24 30 26 88 25 
15 7 54 1 24 89 40 25 
15 91 27 76 64 60 25 
15 54 1 24 74 63 40 25 
15 43 91 27 48 95 37 25 
15 7 11 67 79 71 69 25 
15 43 11 12 38 81 25 
15 54 46 12 71 2 16 25 
15 61 4 1 24 89 83 25 
15 23 11 12 80 63 35 25 
15 7 36 1 24 74 81 25 
15 91 78 4 62 89 69 25 
15 20 11 12 38 81 25 
15 54 1 24 38 81 25 
15 7 36 1 24 89 37 25 
15 65 54 1 24 38 77 25 
15 91 27 49 68 2 37 25 
15 20 36 1 24 2 37 25 
15 54 4 1 24 71 69 25 
15 43 46 12 71 69 25 
15 91 4 27 76 64 60 25 
15 23 36 62 89 26 86 25 
15 91 27 6 76 64 90 25 
15 20 4 73 76 64 90 25 
15 91 54 1 24 38 88 25 
15 54 1 24 12 74 81 25 
15 7 36 1 24 89 16 25 
15 61 85 62 89 35 25 
15 20 4 73 76 95 37 25 
15 54 1 24 38 77 37 25 
15 20 11 12 38 63 40 25 
15 43 85 1 24 2 88 25 
15 7 11 12 71 2 81 25 
15 7 46 12 80 63 81 25 
15 91 36 1 24 2 35 25 
15 54 1 24 89 40 86 25 
15 91 27 4 1 24 89 69 40 25 
15 91 27 73 62 89 69 25 
15 91 27 76 95 37 100 25 
15 61 54 46 12 38 69 25 
15 54 1 24 80 63 16 25 
15 91 27 48 62 89 81 25 
15 54 84 46 12 74 81 88 25 
15 91 78 75 9 8 64 60 25 
15 29 4 1 24 38 81 25 
15 51 54 4 62 89 81 25 
15 91 78 4 62 89 83 25 
15 20 11 67 82 38 81 25 
15 65 85 62 89 40 25 
15 7 54 1 24 38 77 25 
15 20 4 62 89 26 81 25 
15 50 23 36 1 24 2 77 25 
15 91 78 75 68 89 83 25 
15 54 1 24 71 26 63 14 25 
15 65 85 11 67 24 89 83 25 
15 65 85 62 68 2 16 25 
15 7 85 62 89 69 25 
15 29 36 62 89 37 25 
15 23 85 62 89 37 25 
15 91 27 76 8 64 90 52 25 
15 20 4 75 68 2 71 41 81 25 
15 51 65 91 27 76 64 90 52 25 
15 20 85 62 89 40 25 
15 29 85 1 24 38 81 25 
15 7 11 12 38 63 14 25 
15 7 11 67 24 38 77 25 
15 65 36 62 89 40 25 
15 65 36 11 12 38 77 25 
15 61 4 1 24 38 81 25 
15 43 85 62 89 83 25 
15 61 4 62 89 83 25 
15 7 46 12 71 2 63 60 25 
15 91 78 1 24 89 35 25 
15 51 54 85 62 89 14 25 
15 23 36 62 89 37 25 
15 7 85 62 89 16 60 25 
15 29 46 12 80 26 86 25 
15 91 27 49 68 89 81 25 
15 50 23 85 1 24 2 14 25 
15 51 54 46 12 38 77 25 
15 43 85 1 24 38 88 25 
15 91 27 56 5 64 60 25 
15 7 46 12 71 26 77 25 
15 65 91 27 48 13 64 90 25 
15 7 85 62 89 16 25 
15 65 85 1 24 2 40 25 
15 20 11 67 97 30 33 83 25 
15 29 46 12 38 81 60 25 
15 7 85 1 24 38 77 25 
15 91 36 46 12 74 81 25 
15 7 54 1 24 74 81 25 
15 20 11 67 44 38 69 25 
15 91 85 1 24 89 83 25 
15 91 54 1 24 38 69 25 
15 20 85 62 89 16 100 25 
15 91 85 62 89 81 25 
15 54 85 62 89 40 25 
15 23 11 12 80 63 69 25 
15 7 36 1 24 38 81 25 
15 91 4 27 76 64 90 25 
15 23 36 1 24 2 14 25 
15 23 78 1 24 38 69 25 
15 29 4 49 76 64 90 25 
15 23 54 1 24 71 69 25 
15 54 4 1 24 74 81 25 
15 45 85 1 24 74 81 25 
15 61 36 62 89 81 25 
15 91 27 76 64 95 37 25 
15 91 54 1 24 89 16 25 
15 91 27 53 62 89 69 25 
15 61 4 1 24 2 37 25 
15 29 4 1 24 74 81 25 
15 61 85 62 89 40 25 
15 54 4 62 89 63 86 25 
15 23 11 67 42 38 81 25 
15 91 4 49 76 64 90 25 
15 7 85 1 24 89 16 25 
15 29 54 11 12 74 81 25 
15 51 54 46 12 38 69 25 
15 51 91 27 76 64 90 100 52 25 
15 91 85 62 89 69 25 
15 54 1 24 80 63 60 25 
15 43 11 12 74 69 25 
15 91 4 62 89 16 25 
15 91 4 58 9 8 64 90 25 
15 23 36 1 24 89 16 25 
15 20 4 49 48 95 64 60 25 
15 20 4 49 68 89 81 25 
15 20 11 67 82 38 69 25 
15 91 27 48 62 89 83 25 
15 91 54 11 67 24 89 40 25 
15 43 11 67 42 74 81 25 
15 7 46 12 80 63 60 25 
15 54 1 24 2 77 25 
15 23 11 67 24 2 88 25 
15 54 1 24 38 63 83 25 
15 61 4 1 24 71 69 25 
15 7 11 12 30 2 35 100 25 
15 20 85 62 89 16 60 25 
15 7 85 62 89 83 60 25 
15 61 85 11 12 24 89 40 25 
15 7 11 67 44 80 63 88 25 
15 7 36 62 89 40 25 
15 20 91 27 76 64 90 25 
15 45 85 62 89 69 25 
15 20 11 12 24 2 69 25 
15 43 46 12 80 63 69 25 
15 7 11 67 44 80 89 40 25 
15 61 4 1 24 2 77 25 
15 91 27 6 5 64 60 25 
15 54 1 24 89 35 25 
15 61 54 1 24 89 81 25 
15 50 85 1 24 2 16 25 
15 7 46 12 74 81 60 25 
15 54 4 1 24 89 35 25 
15 54 46 12 38 69 25 
15 91 27 49 68 89 26 86 25 
15 23 11 12 80 63 14 25 
15 23 36 1 24 89 83 25 
15 23 11 12 80 26 69 25 
15 23 54 1 24 2 88 25 
15 23 36 62 89 14 25 
15 61 36 62 89 69 25 
15 91 27 4 1 24 2 14 16 25 
15 7 11 12 74 33 40 25 
15 65 91 27 48 96 95 37 25 
15 20 46 12 47 71 69 25 
15 91 27 48 5 64 60 25 
15 91 27 49 1 24 71 69 25 
15 91 4 1 24 74 69 25 
15 20 46 12 30 26 14 25 
15 54 1 24 71 69 77 25 
15 20 11 46 12 71 69 25 
15 7 54 1 24 2 77 25 
15 91 27 76 95 37 77 88 25 
15 91 4 49 62 89 81 25 
15 54 1 24 74 81 25 
15 20 4 62 68 2 35 25 
15 91 36 62 89 35 25 
15 7 36 1 24 2 77 25 
15 7 20 11 12 71 69 25 
15 61 4 1 24 2 16 25 
15 91 54 11 12 24 89 83 25 
15 91 27 76 96 95 64 90 25 
15 91 85 1 24 2 16 25 
15 91 4 75 48 95 37 25 
15 20 11 67 82 38 88 25 
15 20 46 12 71 69 25 
15 7 46 12 74 63 60 25 
15 23 85 1 24 2 14 25 
15 29 11 12 30 2 37 25 
15 43 54 1 24 71 69 25 
15 54 1 24 80 2 37 25 
15 29 36 62 89 16 25 
15 54 1 24 2 14 25 
15 7 11 12 38 81 25 
15 91 27 53 62 89 14 25 
15 61 4 1 24 2 81 25 
15 54 4 62 89 35 25 
15 91 4 58 9 8 95 37 25 
15 20 4 49 68 2 35 25 
15 91 4 1 24 2 14 25 
15 29 11 67 82 74 81 25 
15 7 11 12 80 26 14 25 
15 7 36 62 48 95 37 25 
15 91 27 76 95 37 60 25 
15 7 11 67 97 30 26 14 25 
15 54 1 24 42 71 69 25 
15 20 4 62 89 69 25 
15 91 27 48 76 64 60 25 
15 7 11 12 38 63 16 25 
15 54 1 24 74 2 14 25 
15 20 11 67 24 2 16 25 
15 7 54 1 24 2 16 25 
15 54 1 24 38 77 25 
15 20 11 67 97 30 38 88 25 
15 54 1 24 2 35 16 25 
15 7 11 67 47 71 69 25 
15 20 46 12 71 26 40 100 25 
15 29 11 12 80 63 60 25 
15 91 27 76 5 64 90 25 
15 54 1 24 38 88 25 
15 7 36 4 27 76 64 60 25 
15 61 85 62 89 83 25 
15 7 11 12 80 38 77 25 
15 20 4 1 24 2 16 25 
15 20 85 62 89 37 25 
15 50 23 78 1 24 2 37 25 
15 91 4 58 76 95 37 25 
15 29 4 27 48 95 37 25 
15 91 4 58 9 8 64 60 25 
15 43 91 27 76 64 60 63 88 25 
15 20 4 27 76 95 37 25 
15 20 91 4 1 24 89 35 25 
15 20 4 49 76 64 90 25 
15 20 46 12 71 2 14 25 
15 7 36 1 24 89 40 25 
15 65 85 62 89 83 25 
15 20 4 1 24 74 81 25 
15 91 4 53 76 8 64 90 25 
15 54 1 49 76 95 37 25 
15 7 54 1 24 2 14 25 
15 54 46 12 71 69 25 
15 91 27 56 5 95 37 25 
15 20 54 1 24 89 69 25 
15 7 36 62 49 76 64 60 25 
15 91 4 27 76 95 37 25 
15 43 85 62 89 81 25 
15 54 1 24 80 2 77 25 
15 54 4 62 89 83 100 25 
15 29 4 73 62 89 16 25 
15 54 1 24 2 81 14 25 
15 20 4 49 62 89 83 25 
15 29 46 12 38 77 25 
15 54 46 12 38 88 25 
15 61 78 46 12 38 81 25 
15 43 54 1 24 89 14 25 
15 51 91 27 76 64 90 52 86 25 
15 20 11 12 80 63 60 25 
15 91 85 1 24 89 35 25 
15 43 36 62 89 81 35 25 
15 29 43 11 12 80 63 40 25 
15 65 91 27 76 64 60 25 
15 61 78 1 24 2 16 25 
15 7 11 12 47 74 69 25 
15 65 91 27 48 95 64 60 25 
15 91 4 62 68 2 88 25 
15 91 36 62 89 38 88 25 
15 91 4 62 89 37 25 
15 54 1 24 89 83 37 25 
15 54 4 75 68 2 77 25 
15 7 46 12 24 89 81 25 
15 23 11 12 24 2 69 25 
15 20 11 12 24 2 14 25 
15 91 27 53 76 64 90 25 
15 91 27 19 13 64 60 25 
15 7 11 67 24 89 83 25 
15 20 11 12 74 69 25 
15 65 36 62 89 69 25 
15 23 20 11 12 24 1 49 48 95 64 90 25 
15 43 36 62 89 16 25 
15 29 85 1 24 89 83 25 
15 7 85 1 24 89 16 86 25 
