1 3 22 43 102 209 371 584 836 1111 810 
1 3 22 43 102 209 371 588 836 1111 810 
1 2 13 43 102 205 363 580 832 561 810 
1 3 22 48 107 209 371 584 832 561 810 
1 2 13 43 102 205 363 580 832 1111 810 
1 2 12 34 88 201 363 580 347 561 810 
1 2 13 34 97 201 363 580 832 1111 810 
1 3 22 48 107 209 367 580 832 1111 810 
1 3 22 48 107 209 367 580 832 561 810 
1 3 13 43 102 205 367 584 832 1111 810 
1 2 13 43 97 205 363 580 832 561 810 
1 2 13 34 97 205 367 580 832 561 810 
1 2 13 43 102 209 367 580 832 1111 810 
1 3 13 34 88 194 75 185 347 561 810 
1 2 12 34 97 201 363 580 347 561 810 
1 3 22 48 107 214 376 588 836 1111 810 
1 2 13 43 102 205 367 584 836 1111 810 
1 2 13 43 102 209 367 584 836 1111 810 
1 2 13 43 102 209 371 584 836 1111 810 
1 3 13 34 97 205 367 580 347 561 810 
1 3 22 48 102 209 367 580 832 561 810 
1 3 22 43 97 201 75 185 347 561 810 
1 3 22 43 97 205 367 580 832 1111 810 
1 3 22 48 102 209 367 580 832 1111 810 
1 3 13 43 97 205 363 580 832 1111 810 
1 2 13 34 97 205 363 580 832 1111 810 
1 3 13 34 97 201 363 580 832 1111 810 
1 3 13 34 97 205 363 185 347 561 810 
1 2 13 43 97 205 367 584 832 1111 810 
1 3 13 43 97 205 367 584 832 1111 810 
1 3 22 48 102 205 363 580 832 561 810 
1 3 22 48 102 205 367 580 832 561 810 
1 3 22 48 107 209 367 584 836 1111 810 
1 3 13 34 97 205 367 580 832 561 810 
1 3 22 48 102 205 363 580 347 561 810 
1 3 22 43 97 205 363 580 347 561 810 
1 3 22 48 107 214 371 584 836 1111 810 
1 3 22 43 102 205 367 584 832 1111 810 
1 2 13 34 88 201 363 580 347 561 810 
1 3 13 43 97 205 367 584 836 1111 810 
1 3 22 43 97 201 363 580 832 1111 810 
1 3 22 48 102 209 371 584 832 561 810 
1 2 12 34 97 201 363 580 832 1111 810 
1 3 22 48 107 209 367 580 347 561 810 
1 3 13 43 102 205 367 584 836 1111 810 
1 3 13 34 97 201 75 185 347 561 810 
1 2 12 34 97 205 367 580 347 561 810 
1 2 13 43 97 205 363 185 347 561 810 
1 3 13 43 102 209 371 584 836 1111 810 
1 3 13 43 102 209 371 588 836 1111 810 
1 3 13 43 102 205 363 580 832 1111 810 
1 2 12 34 97 205 363 580 347 561 810 
1 2 13 34 97 205 363 580 347 561 810 
1 3 13 43 97 205 363 580 347 561 810 
1 3 13 34 88 201 75 185 347 561 810 
1 2 13 43 102 205 367 584 832 561 810 
1 3 13 43 97 201 363 580 832 1111 810 
1 2 12 34 97 205 367 580 832 1111 810 
1 3 22 43 102 205 363 580 832 561 810 
1 3 22 43 102 205 367 580 832 561 810 
1 2 13 43 102 209 367 580 347 561 810 
1 2 12 34 88 201 363 185 347 561 810 
1 3 22 43 102 209 371 584 832 561 810 
1 3 22 43 97 205 367 584 832 1111 810 
1 3 13 43 97 205 367 580 832 1111 810 
1 3 13 43 97 205 367 580 832 561 810 
1 3 22 43 102 209 367 580 832 1111 810 
1 3 13 34 97 205 363 580 347 561 810 
1 2 13 43 97 201 363 580 832 561 810 
1 3 13 34 97 201 363 580 347 561 810 
1 3 22 48 107 209 367 584 832 561 810 
1 3 13 43 97 205 363 580 832 561 810 
1 3 22 43 97 205 363 580 832 561 810 
1 2 13 34 97 201 363 580 347 561 810 
1 3 13 34 97 201 363 580 832 561 810 
1 3 13 34 88 201 363 580 832 561 810 
